track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,danceability_perc,energy_perc,,,bpm,Average of energy_%,,,,,,,Column1,Column2,Column3,Column4,Column5,Column6,Column7,,,,,released_year,Average of streams
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,93,63,52,,,,,,,,,,,,,,,,,,,,,,,
Don't Break My,The Weeknd,1,2022,1,7,1184,0,63803529,1,5,122,77,62,,,,,,,,,,,,,,,,,,,,,,,
Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,88,53,73,,,,,,,,,,,,,,,,,,,,,,,
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,32,0,170,70,44,,,,,,,,,,,,,,,,,,,,,,,
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466,0,2,94,46,50,,,,,,,,,,,,,,,,,,,,,,,
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,45,0,170,65,47,,,,,,,,,,,,,,,,,,,,,,,
Medallo,"Justin Quiles, Lenny Tavérez, BL",3,2021,10,27,2780,2,393230256,54,21,90,79,70,,,,,,,,,,,,,,,,,,,,,,,
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,56,8,78,40,29,,,,,,,,,,,,,,,,,,,,,,,
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,94,57,58,,,,,,,,,,,,,,,,,,,,,,,
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,73,83,41,,,,,,,,,,,,,,,,,,,,,,,
Volvï¿,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,138,24,176,73,86,,,,,,,,,,,,,,,,,,,,,,,
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,128,81,63,,,,,,,,,,,,,,,,,,,,,,,
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,42,2,120,58,60,,,,,,,,,,,,,,,,,,,,,,,
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,63,40,82,63,62,,,,,,,,,,,,,,,,,,,,,,,
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,47,14,95,77,47,,,,,,,,,,,,,,,,,,,,,,,
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967,0,1,118,44,94,,,,,,,,,,,,,,,,,,,,,,,
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,77,31,123,75,86,,,,,,,,,,,,,,,,,,,,,,,
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,231,52,90,63,68,,,,,,,,,,,,,,,,,,,,,,,
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,189,166,110,73,57,,,,,,,,,,,,,,,,,,,,,,,
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,20,4,96,66,82,,,,,,,,,,,,,,,,,,,,,,,
Léï¿,Stromae,1,2022,1,9,2035,0,108809090,41,122,88,56,55,,,,,,,,,,,,,,,,,,,,,,,
NosTáOK½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,86,76,98,73,85,,,,,,,,,,,,,,,,,,,,,,,
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,105,2,110,72,68,,,,,,,,,,,,,,,,,,,,,,,
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,80,70,49,,,,,,,,,,,,,,,,,,,,,,,
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,69,3,110,86,53,,,,,,,,,,,,,,,,,,,,,,,
Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,110,79,36,,,,,,,,,,,,,,,,,,,,,,,
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,54,28,78,77,42,,,,,,,,,,,,,,,,,,,,,,,
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,83,9,129,83,62,,,,,,,,,,,,,,,,,,,,,,,
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,117,39,181,44,60,,,,,,,,,,,,,,,,,,,,,,,
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,114,75,77,,,,,,,,,,,,,,,,,,,,,,,
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,44,0,144,74,65,,,,,,,,,,,,,,,,,,,,,,,
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,110,145,101,66,68,,,,,,,,,,,,,,,,,,,,,,,
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,17,5,84,67,63,,,,,,,,,,,,,,,,,,,,,,,
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,101,34,154,66,69,,,,,,,,,,,,,,,,,,,,,,,
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,237,123,148,59,62,,,,,,,,,,,,,,,,,,,,,,,
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,45,43,146,85,37,,,,,,,,,,,,,,,,,,,,,,,
Don't Be Shy,"Tiésto, Kar",2,2021,8,1,6026,0,566954746,171,51,120,77,79,,,,,,,,,,,,,,,,,,,,,,,
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3,16,0,110,53,69,,,,,,,,,,,,,,,,,,,,,,,
LA FAMA (with The Weeknd),"The Weeknd,  ROSALÍA",2,2021,11,11,4640,3,374706940,81,93,136,77,30,,,,,,,,,,,,,,,,,,,,,,,
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,20,38,141,59,63,,,,,,,,,,,,,,,,,,,,,,,
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571,1,1,108,46,48,,,,,,,,,,,,,,,,,,,,,,,
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418,24,47,94,42,36,,,,,,,,,,,,,,,,,,,,,,,
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,180,35,94,,,,,,,,,,,,,,,,,,,,,,,
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,111,5,122,77,79,,,,,,,,,,,,,,,,,,,,,,,
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,85,59,52,,,,,,,,,,,,,,,,,,,,,,,
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939,3,0,148,68,73,,,,,,,,,,,,,,,,,,,,,,,
ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,120,83,73,,,,,,,,,,,,,,,,,,,,,,,
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,237,27,91,70,72,,,,,,,,,,,,,,,,,,,,,,,
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,120,72,71,,,,,,,,,,,,,,,,,,,,,,,
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,14,14,106,86,79,,,,,,,,,,,,,,,,,,,,,,,
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,13,0,110,63,35,,,,,,,,,,,,,,,,,,,,,,,
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,169,39,45,,,,,,,,,,,,,,,,,,,,,,,
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,118,80,55,,,,,,,,,,,,,,,,,,,,,,,
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,92,91,66,,,,,,,,,,,,,,,,,,,,,,,
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,112,45,60,,,,,,,,,,,,,,,,,,,,,,,
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,140,79,91,,,,,,,,,,,,,,,,,,,,,,,
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,195,125,105,73,76,,,,,,,,,,,,,,,,,,,,,,,
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,178,76,77,,,,,,,,,,,,,,,,,,,,,,,
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,108,96,42,,,,,,,,,,,,,,,,,,,,,,,
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,173,40,29,,,,,,,,,,,,,,,,,,,,,,,
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,101,67,90,,,,,,,,,,,,,,,,,,,,,,,
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0,1062345656,255,32,120,80,62,,,,,,,,,,,,,,,,,,,,,,,
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,144,73,80,,,,,,,,,,,,,,,,,,,,,,,
I WANNA BE YOUR SLAVE,Méne,1,2021,3,19,4873,0,851070493,65,88,133,75,61,,,,,,,,,,,,,,,,,,,,,,,
Vai Lé Em Casa ,"Marélia Mendonéa, George Henrique &",2,2021,10,22,772,0,263894529,7,3,158,46,83,,,,,,,,,,,,,,,,,,,,,,,
The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,120,81,90,,,,,,,,,,,,,,,,,,,,,,,
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,129,61,46,,,,,,,,,,,,,,,,,,,,,,,
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,102,74,89,,,,,,,,,,,,,,,,,,,,,,,
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,124,79,84,,,,,,,,,,,,,,,,,,,,,,,
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,4,2,90,73,45,,,,,,,,,,,,,,,,,,,,,,,
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,161,78,52,,,,,,,,,,,,,,,,,,,,,,,
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,39,45,120,60,33,,,,,,,,,,,,,,,,,,,,,,,
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,19,0,81,45,57,,,,,,,,,,,,,,,,,,,,,,,
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,150,78,70,,,,,,,,,,,,,,,,,,,,,,,
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,101,12,105,76,84,,,,,,,,,,,,,,,,,,,,,,,
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,79,63,67,,,,,,,,,,,,,,,,,,,,,,,
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,146,52,61,,,,,,,,,,,,,,,,,,,,,,,
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,124,64,37,,,,,,,,,,,,,,,,,,,,,,,
The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,126,53,85,,,,,,,,,,,,,,,,,,,,,,,
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,174,73,121,75,74,,,,,,,,,,,,,,,,,,,,,,,
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,144,30,136,80,60,,,,,,,,,,,,,,,,,,,,,,,
Cé,Rauw Alejandro,1,2021,6,25,2636,3,465959382,36,82,102,77,63,,,,,,,,,,,,,,,,,,,,,,,
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,8,8,77,73,74,,,,,,,,,,,,,,,,,,,,,,,
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,98,82,59,,,,,,,,,,,,,,,,,,,,,,,
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,84,44,48,,,,,,,,,,,,,,,,,,,,,,,
Qué Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549,92,34,102,89,82,,,,,,,,,,,,,,,,,,,,,,,
All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,120,42,26,,,,,,,,,,,,,,,,,,,,,,,
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,265,121,117,52,91,,,,,,,,,,,,,,,,,,,,,,,
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,72,45,33,,,,,,,,,,,,,,,,,,,,,,,
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,118,116,168,67,47,,,,,,,,,,,,,,,,,,,,,,,
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675,22,3,94,52,69,,,,,,,,,,,,,,,,,,,,,,,
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967,0,4,145,41,88,,,,,,,,,,,,,,,,,,,,,,,
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,114,15,134,71,61,,,,,,,,,,,,,,,,,,,,,,,
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,148,35,93,,,,,,,,,,,,,,,,,,,,,,,
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771,2,12,127,60,89,,,,,,,,,,,,,,,,,,,,,,,
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,93,5,172,74,66,,,,,,,,,,,,,,,,,,,,,,,
Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,90,75,46,,,,,,,,,,,,,,,,,,,,,,,
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,96,57,40,,,,,,,,,,,,,,,,,,,,,,,
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494,10,56,138,74,67,,,,,,,,,,,,,,,,,,,,,,,
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901,143,24,120,72,72,,,,,,,,,,,,,,,,,,,,,,,
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,125,70,74,,,,,,,,,,,,,,,,,,,,,,,
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,123,82,86,,,,,,,,,,,,,,,,,,,,,,,
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,81,79,54,,,,,,,,,,,,,,,,,,,,,,,
Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,171,55,85,,,,,,,,,,,,,,,,,,,,,,,
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,91,77,32,,,,,,,,,,,,,,,,,,,,,,,
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavérez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934,72,0,84,56,76,,,,,,,,,,,,,,,,,,,,,,,
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991,17,3,115,90,54,,,,,,,,,,,,,,,,,,,,,,,
When I'm Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599,89,21,125,69,89,,,,,,,,,,,,,,,,,,,,,,,
Esqueéa-Me Se For C,"Marélia Mendonéa, Maiara &",2,2021,10,14,580,0,258316038,24,92,122,80,69,,,,,,,,,,,,,,,,,,,,,,,
Mién,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,61,23,92,85,54,,,,,,,,,,,,,,,,,,,,,,,
Sé,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919,30,26,90,63,75,,,,,,,,,,,,,,,,,,,,,,,
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,94,84,70,,,,,,,,,,,,,,,,,,,,,,,
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,141,78,93,81,78,,,,,,,,,,,,,,,,,,,,,,,
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,4,113,130,51,76,,,,,,,,,,,,,,,,,,,,,,,
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,180,35,61,,,,,,,,,,,,,,,,,,,,,,,
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379,46,1,134,53,31,,,,,,,,,,,,,,,,,,,,,,,
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142,40,95,92,89,,,,,,,,,,,,,,,,,,,,,,,
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,184,69,63,,,,,,,,,,,,,,,,,,,,,,,
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,34,3,147,47,80,,,,,,,,,,,,,,,,,,,,,,,
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152,34,1,123,52,60,,,,,,,,,,,,,,,,,,,,,,,
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,123,91,61,,,,,,,,,,,,,,,,,,,,,,,
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,90,90,71,,,,,,,,,,,,,,,,,,,,,,,
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,160,61,64,,,,,,,,,,,,,,,,,,,,,,,
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,115,60,71,,,,,,,,,,,,,,,,,,,,,,,
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,33,123,141,37,67,,,,,,,,,,,,,,,,,,,,,,,
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,160,31,88,,,,,,,,,,,,,,,,,,,,,,,
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,145,57,66,,,,,,,,,,,,,,,,,,,,,,,
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,89,46,43,,,,,,,,,,,,,,,,,,,,,,,
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,7,21,95,84,72,,,,,,,,,,,,,,,,,,,,,,,
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,160,60,62,,,,,,,,,,,,,,,,,,,,,,,
"Cayé La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafuné, Béjo, Abhir Hathi",7,2022,1,14,1034,1,245400167,19,5,174,67,75,,,,,,,,,,,,,,,,,,,,,,,
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,128,17,92,77,84,,,,,,,,,,,,,,,,,,,,,,,
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469,78,15,134,93,74,,,,,,,,,,,,,,,,,,,,,,,
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57,13,172,31,86,,,,,,,,,,,,,,,,,,,,,,,
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128,44,63,80,76,62,,,,,,,,,,,,,,,,,,,,,,,
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,150,91,60,,,,,,,,,,,,,,,,,,,,,,,
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,83,63,80,78,74,,,,,,,,,,,,,,,,,,,,,,,
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317,65,45,166,81,75,,,,,,,,,,,,,,,,,,,,,,,
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5,1,120,67,54,,,,,,,,,,,,,,,,,,,,,,,
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800,21,20,92,86,79,,,,,,,,,,,,,,,,,,,,,,,
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,85,74,52,,,,,,,,,,,,,,,,,,,,,,,
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338,10,0,154,79,52,,,,,,,,,,,,,,,,,,,,,,,
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491,42,7,92,73,74,,,,,,,,,,,,,,,,,,,,,,,
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,25,0,140,89,70,,,,,,,,,,,,,,,,,,,,,,,
Worst Day,Future,1,2022,2,11,910,0,50746620,20,3,89,65,60,,,,,,,,,,,,,,,,,,,,,,,
Malvada,Zé Fe,1,2022,1,28,601,0,154119539,28,73,135,89,86,,,,,,,,,,,,,,,,,,,,,,,
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253,43,36,140,51,53,,,,,,,,,,,,,,,,,,,,,,,
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,82,47,76,,,,,,,,,,,,,,,,,,,,,,,
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,79,78,45,,,,,,,,,,,,,,,,,,,,,,,
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,88,31,63,,,,,,,,,,,,,,,,,,,,,,,
Christmas Tree,V,1,2021,12,24,509,9,317622165,8,106,139,44,38,,,,,,,,,,,,,,,,,,,,,,,
Mal Feito - Ao Vivo,"Marélia Mendonéa, Hugo & G",2,2022,1,14,971,2,291709698,35,104,124,73,83,,,,,,,,,,,,,,,,,,,,,,,
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270,8,67,80,39,55,,,,,,,,,,,,,,,,,,,,,,,
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,42,1,120,84,51,,,,,,,,,,,,,,,,,,,,,,,
Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,80,56,46,,,,,,,,,,,,,,,,,,,,,,,
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943,8,0,117,92,86,,,,,,,,,,,,,,,,,,,,,,,
Seéo,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,117,76,52,,,,,,,,,,,,,,,,,,,,,,,
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,140,62,73,,,,,,,,,,,,,,,,,,,,,,,
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,99,68,77,,,,,,,,,,,,,,,,,,,,,,,
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783,52,42,93,74,87,,,,,,,,,,,,,,,,,,,,,,,
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,45,27,106,44,20,,,,,,,,,,,,,,,,,,,,,,,
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,124,81,63,,,,,,,,,,,,,,,,,,,,,,,
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987,185,40,95,76,70,,,,,,,,,,,,,,,,,,,,,,,
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162,46,16,96,87,53,,,,,,,,,,,,,,,,,,,,,,,
Envolver,Anitta,1,2021,11,11,4673,2,546191065,123,113,92,81,73,,,,,,,,,,,,,,,,,,,,,,,
Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,124,95,37,,,,,,,,,,,,,,,,,,,,,,,
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468,12,4,72,64,44,,,,,,,,,,,,,,,,,,,,,,,
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181,26,1,71,28,20,,,,,,,,,,,,,,,,,,,,,,,
DANéA,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039,45,0,135,78,57,,,,,,,,,,,,,,,,,,,,,,,
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,18,82,95,81,70,,,,,,,,,,,,,,,,,,,,,,,
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487,7,11,71,59,74,,,,,,,,,,,,,,,,,,,,,,,
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,180,80,68,,,,,,,,,,,,,,,,,,,,,,,
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,150,65,58,,,,,,,,,,,,,,,,,,,,,,,
Chale,Eden Muñoz ,1,2022,2,18,695,11,299648208,16,41,189,55,44,,,,,,,,,,,,,,,,,,,,,,,
DARARI,Treasure,1,2022,2,15,328,0,182978249,10,21,85,72,64,,,,,,,,,,,,,,,,,,,,,,,
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,140,59,45,,,,,,,,,,,,,,,,,,,,,,,
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573,0,0,81,77,70,,,,,,,,,,,,,,,,,,,,,,,
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,104,80,65,,,,,,,,,,,,,,,,,,,,,,,
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,129,42,44,,,,,,,,,,,,,,,,,,,,,,,
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13,1,94,76,80,,,,,,,,,,,,,,,,,,,,,,,
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321,162,71,41,40,,,,,,,,,,,,,,,,,,,,,,,
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,146,59,46,,,,,,,,,,,,,,,,,,,,,,,
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,103,69,88,,,,,,,,,,,,,,,,,,,,,,,
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315,160,124,53,78,,,,,,,,,,,,,,,,,,,,,,,
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,164,70,58,,,,,,,,,,,,,,,,,,,,,,,
Monéy so,YEAT,1,2021,9,10,1473,0,263779030,2,0,138,69,57,,,,,,,,,,,,,,,,,,,,,,,
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,126,67,46,,,,,,,,,,,,,,,,,,,,,,,
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,103,61,65,,,,,,,,,,,,,,,,,,,,,,,
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,95,75,52,,,,,,,,,,,,,,,,,,,,,,,
